reaction,server,converged,error,best_ts_method,branch,execution_time
rmg_rxn_16473,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16506,Zeus,True,,heuristics,crest,6821
rmg_rxn_16597,Zeus,True,,heuristics,crest,4085
rmg_rxn_16807,Zeus,True,,heuristics,crest_debug_statement,25374
rmg_rxn_16650,Zeus,False,Could not determine likely TS conformer,,crest,27268
rmg_rxn_16654,Zeus,True,,heuristics,crest,2807
rmg_rxn_16460,Zeus,True,,heuristics,crest,23022
rmg_rxn_16484,Zeus,True,,heuristics,crest,16081
rmg_rxn_16693,Zeus,False,Could not determine likely TS conformer,,crest,27728
rmg_rxn_16738,Zeus,True,,heuristics,crest,12000
rmg_rxn_16640,Zeus,True,,heuristics,crest,8587
rmg_rxn_16532,Zeus,True,,heuristics,crest,20218
rmg_rxn_16751,Zeus,True,,heuristics,crest,90478
rmg_rxn_16735,Zeus,True,,heuristics,crest,7752
rmg_rxn_16706,Zeus,True,,autotst,crest,47802
rmg_rxn_16480,Zeus,True,,heuristics,crest,4061
rmg_rxn_16803,Zeus,True,,heuristics,crest_debug_statement,20270
rmg_rxn_16705,Zeus,True,,heuristics,crest,38393
rmg_rxn_16531,Zeus,True,,heuristics,crest,50768
rmg_rxn_16525,Zeus,True,,heuristics,crest,66485
rmg_rxn_16694,Zeus,False,Could not determine likely TS conformer,,crest,12372
rmg_rxn_16796,Zeus,True,,autotst,crest_debug_statement,8460
rmg_rxn_16710,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,142819
rmg_rxn_16801,Zeus,False,Could not determine likely TS conformer,,crest_debug_statement,64057
rmg_rxn_16698,Zeus,False,Could not determine likely TS conformer,,crest,43544
rmg_rxn_16653,Zeus,True,,heuristics,crest,25389
rmg_rxn_16528,Zeus,True,,heuristics,crest,9579
rmg_rxn_16804,Zeus,True,,heuristics,crest_debug_statement,22948
rmg_rxn_16800,Zeus,True,,heuristics,crest_debug_statement,162165
rmg_rxn_16510,Zeus,False,Could not determine likely TS conformer,,crest,16780
rmg_rxn_16799,Zeus,True,,heuristics,crest_debug_statement,387218
rmg_rxn_16639,Zeus,True,,heuristics,crest,3871
rmg_rxn_16643,Zeus,True,,heuristics,crest,22660
rmg_rxn_16755,Zeus,True,,heuristics,crest,43520
rmg_rxn_16505,Zeus,True,,heuristics,crest,4604
rmg_rxn_16467,Zeus,True,,heuristics,crest,17600
rmg_rxn_16512,Zeus,False,Could not determine likely TS conformer,,crest,9813
rmg_rxn_16589,Zeus,False,Could not determine likely TS conformer,,crest,1895
rmg_rxn_16814,Zeus,True,Symmetry GCLIB Error,,crest_debug_statement,187994
rmg_rxn_16672,Zeus,True,,heuristics,crest,18767
rmg_rxn_16769,Zeus,False,Could not determine likely TS conformer,,crest,7679
rmg_rxn_16786,Zeus,True,,autotst,crest_debug_statement,8201
rmg_rxn_16548,Zeus,True,,heuristics,crest,16599
rmg_rxn_16522,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,crest,4296
rmg_rxn_16497,Zeus,True,,heuristics,crest,3867
rmg_rxn_16501,Zeus,True,,heuristics,crest,4976
rmg_rxn_16797,Zeus,False,Could not determine likely TS conformer,,crest_debug_statement,56917
rmg_rxn_16737,Zeus,False,Could not determine likely TS conformer,,crest,113766
rmg_rxn_16699,Zeus,False,Could not determine likely TS conformer,,crest,15229
rmg_rxn_16613,Zeus,True,,heuristics,crest,29106
rmg_rxn_16743,Zeus,True,,heuristics,crest,8879
rmg_rxn_16776,Zeus,True,,autotst,crest_debug_statement,24813
rmg_rxn_16496,Zeus,True,,heuristics,crest,10791
rmg_rxn_16731,Zeus,True,,heuristics,crest,65749
rmg_rxn_16521,Zeus,True,,heuristics,crest,6718
rmg_rxn_16745,Zeus,False,Could not determine likely TS conformer,,crest,9724
rmg_rxn_16778,Zeus,False,Could not determine likely TS conformer,,crest_debug_statement,64668
rmg_rxn_16808,Zeus,True,,autotst,crest_debug_statement,75712
rmg_rxn_16534,Zeus,True,,heuristics,crest,10090
rmg_rxn_16633,Zeus,True,,heuristics,crest,5555
rmg_rxn_16493,Zeus,True,,heuristics,crest,6125
rmg_rxn_16773,Zeus,True,,heuristics,crest_debug_statement,8803
rmg_rxn_16697,Zeus,False,Could not determine likely TS conformer,,crest,19077
rmg_rxn_16741,Zeus,True,,heuristics,crest,5163
rmg_rxn_16571,Zeus,True,,heuristics,crest,4392
rmg_rxn_16504,Zeus,True,,heuristics,crest,4900
rmg_rxn_16468,Zeus,True,,heuristics,crest,14772
rmg_rxn_16515,Zeus,True,,heuristics,crest,3748
rmg_rxn_16463,Zeus,True,,heuristics,crest,16264
rmg_rxn_16462,Zeus,True,,heuristics,crest,33381
rmg_rxn_16713,Zeus,True,,heuristics,crest,5866
rmg_rxn_16516,Zeus,True,,heuristics,crest,3884
rmg_rxn_16689,Zeus,True,,heuristics,crest,10076
rmg_rxn_16481,Zeus,False,Could not determine likely TS conformer,,crest,5530
rmg_rxn_16795,Zeus,False,Could not determine likely TS conformer,,crest_debug_statement,59910
rmg_rxn_16806,Zeus,True,,heuristics,crest_debug_statement,27922
rmg_rxn_16507,Zeus,True,,heuristics,crest,1247
rmg_rxn_16772,Zeus,True,,heuristics,crest,4034
rmg_rxn_16547,Zeus,True,,heuristics,crest,20370
rmg_rxn_16779,Zeus,False,Could not determine likely TS conformer,,crest_debug_statement,159117
rmg_rxn_16489,Zeus,True,,heuristics,crest,4524
rmg_rxn_16646,Zeus,True,,autotst,crest,50105
rmg_rxn_16585,Zeus,True,,heuristics,crest,66102
rmg_rxn_16802,Zeus,True,,heuristics,crest_debug_statement,9775
rmg_rxn_16470,Zeus,True,,heuristics,crest,1930
rmg_rxn_16479,Zeus,False,Could not determine likely TS conformer,,crest,2123
rmg_rxn_16511,Zeus,True,,heuristics,crest,2689
rmg_rxn_16502,Zeus,True,,heuristics,crest,4087
rmg_rxn_16719,Zeus,True,,heuristics,crest,1907
rmg_rxn_16819,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,crest_debug_statement,388933
rmg_rxn_16527,Zeus,True,,heuristics,crest,49390
rmg_rxn_16555,Zeus,True,,heuristics,crest,16371
rmg_rxn_16765,Zeus,True,,heuristics,crest,2125
rmg_rxn_16461,Zeus,True,,heuristics,crest,6005
rmg_rxn_16690,Zeus,True,,heuristics,crest,20864
rmg_rxn_16524,Zeus,True,,heuristics,crest,7056
rmg_rxn_16631,Zeus,False,Could not determine likely TS conformer,,crest,40135
rmg_rxn_16609,Zeus,True,,autotst,crest,47519
rmg_rxn_16791,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,crest_debug_statement,179146
rmg_rxn_16575,Zeus,True,,heuristics,crest,4891
rmg_rxn_16785,Zeus,True,TS did not pass all checks,heuristics,crest_debug_statement,2957
rmg_rxn_16523,Zeus,True,,heuristics,crest,4520
rmg_rxn_16721,Zeus,False,Could not determine likely TS conformer,,crest,4092
rmg_rxn_16645,Zeus,False,Could not determine likely TS conformer,,crest,231887
rmg_rxn_16637,Zeus,False,Could not determine likely TS conformer,,crest,22319
rmg_rxn_16474,Zeus,True,,heuristics,crest,13277
rmg_rxn_16647,Zeus,True,,heuristics,crest,21218
rmg_rxn_16777,Zeus,False,Could not determine likely TS conformer,,crest_debug_statement,99831
rmg_rxn_16774,Zeus,True,,heuristics,crest_debug_statement,20632
rmg_rxn_16498,Zeus,True,,heuristics,crest,50301
rmg_rxn_16464,Zeus,True,,heuristics,crest,19580
rmg_rxn_16700,Zeus,True,,heuristics,crest,7527
rmg_rxn_16472,Zeus,True,,heuristics,crest,51979
rmg_rxn_16466,Zeus,True,,heuristics,crest,21351
rmg_rxn_16491,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,crest,11806
rmg_rxn_16539,Zeus,False,Could not determine likely TS conformer,,crest,2467
rmg_rxn_16695,Zeus,False,Could not determine likely TS conformer,,crest,5679
rmg_rxn_16529,Zeus,True,,heuristics,crest,101198
rmg_rxn_16469,Zeus,True,,heuristics,crest,38929
rmg_rxn_16649,Zeus,True,,heuristics,crest,15760
rmg_rxn_16514,Zeus,True,,heuristics,crest,3843
rmg_rxn_16771,Zeus,True,,heuristics,crest,3203
rmg_rxn_16671,Zeus,False,Could not determine likely TS conformer,,crest,15624
rmg_rxn_16714,Zeus,True,,heuristics,crest,3593
rmg_rxn_16513,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,crest,24888
rmg_rxn_16648,Zeus,True,,heuristics,crest,15021
rmg_rxn_16734,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,54151
rmg_rxn_16533,Zeus,True,,heuristics,crest,73111
rmg_rxn_16473,Zeus,True,,heuristics,crest,10976
rmg_rxn_648,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,crest,54147
rmg_rxn_419,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,17028
rmg_rxn_1183,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,277472
rmg_rxn_1205,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,909441
rmg_rxn_1141,Atlas,True,TS did not pass all checks,heuristics,crest_nmd,158258
rmg_rxn_199,Atlas,True,,heuristics,gauss_trsh_cleanup,49279
rmg_rxn_153,Atlas,True,,heuristics,gauss_trsh_cleanup,22697
rmg_rxn_425,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,35430
rmg_rxn_418,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,8548
rmg_rxn_607,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,8645
rmg_rxn_509,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,26649
rmg_rxn_348,Atlas,True,,heuristics,gauss_trsh_cleanup,20914
rmg_rxn_244,Atlas,True,,heuristics,gauss_trsh_cleanup,51414
rmg_rxn_1200,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,359751
rmg_rxn_302,Atlas,True,,heuristics,gauss_trsh_cleanup,28181
rmg_rxn_692,Atlas,False,Could not determine likely TS conformer,,crest,107856
rmg_rxn_227,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,22477
rmg_rxn_635,Atlas,True,,heuristics,gauss_trsh_cleanup,38218
rmg_rxn_642,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,crest,90496
rmg_rxn_294,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,86461
rmg_rxn_248,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,57293
rmg_rxn_751,Atlas,False,Could not determine likely TS conformer,,crest,117766
rmg_rxn_1339,Atlas,True,,heuristics,debug_statement,152007
rmg_rxn_44,Atlas,True,,heuristics,gauss_trsh_cleanup,24211
rmg_rxn_357,Atlas,True,,heuristics,gauss_trsh_cleanup,13039
rmg_rxn_377,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,33928
rmg_rxn_291,Atlas,True,,autotst,gauss_trsh_cleanup,495874
rmg_rxn_289,Atlas,True,,heuristics,gauss_trsh_cleanup,41052
rmg_rxn_85,Atlas,True,,heuristics,gauss_trsh_cleanup,5530
rmg_rxn_652,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,crest,20380
rmg_rxn_638,Atlas,True,,heuristics,crest,16737
rmg_rxn_86,Atlas,True,,heuristics,gauss_trsh_cleanup,8214
rmg_rxn_498,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,38455
rmg_rxn_41,Atlas,True,,autotst,gauss_trsh_cleanup,65646
rmg_rxn_1159,Atlas,False,Could not determine likely TS conformer,,crest_nmd,205288
rmg_rxn_506,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,8271
rmg_rxn_174,Atlas,True,,heuristics,gauss_trsh_cleanup,21045
rmg_rxn_1130,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,crest_nmd,9870
rmg_rxn_768,Atlas,False,Could not determine likely TS conformer,,crest,38960
rmg_rxn_663,Atlas,True,,heuristics,crest,36976
rmg_rxn_249,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,27479
rmg_rxn_232,Atlas,True,,heuristics,gauss_trsh_cleanup,44833
rmg_rxn_287,Atlas,True,,autotst,gauss_trsh_cleanup,142772
rmg_rxn_205,Atlas,True,,heuristics,gauss_trsh_cleanup,51341
rmg_rxn_396,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,18875
rmg_rxn_1363,Atlas,False,Could not determine likely TS conformer,,(HEAD detached at 7b8e561d),350928
rmg_rxn_364,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,24558
rmg_rxn_2,Atlas,True,,heuristics,gauss_trsh_cleanup,6873
rmg_rxn_341,Atlas,True,,heuristics,gauss_trsh_cleanup,52831
rmg_rxn_1138,Atlas,False,Could not determine likely TS conformer,,crest_nmd,37048
rmg_rxn_546,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,42037
rmg_rxn_501,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,26350
rmg_rxn_738,Atlas,False,Could not determine likely TS conformer,,crest,59980
rmg_rxn_60,Atlas,True,,heuristics,gauss_trsh_cleanup,49951
rmg_rxn_189,Atlas,True,,heuristics,gauss_trsh_cleanup,8527
rmg_rxn_420,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,5242
rmg_rxn_668,Atlas,True,,heuristics,crest,33914
rmg_rxn_201,Atlas,True,,heuristics,gauss_trsh_cleanup,95809
rmg_rxn_277,Atlas,True,,heuristics,gauss_trsh_cleanup,77228
rmg_rxn_398,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,53088
rmg_rxn_363,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,16955
rmg_rxn_678,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,crest,26090
rmg_rxn_356,Atlas,True,,heuristics,gauss_trsh_cleanup,24654
rmg_rxn_521,Atlas,True,,heuristics,gauss_trsh_cleanup,33337
rmg_rxn_1366,Atlas,False,Could not determine likely TS conformer,,(HEAD detached at 7b8e561d),483945
rmg_rxn_590,Atlas,True,,heuristics,gauss_trsh_cleanup,26041
rmg_rxn_1337,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,debug_statement,64018
rmg_rxn_381,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,44456
rmg_rxn_265,Atlas,True,,heuristics,gauss_trsh_cleanup,88315
rmg_rxn_299,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,51755
rmg_rxn_33,Atlas,True,,heuristics,gauss_trsh_cleanup,33047
rmg_rxn_279,Atlas,True,,heuristics,gauss_trsh_cleanup,97652
rmg_rxn_25,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,201500
rmg_rxn_216,Atlas,True,,heuristics,gauss_trsh_cleanup,56799
rmg_rxn_5,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,44108
